Frame,Aceleración Cadera,Aceleración Rodilla,Aceleración Tobillo
1,-0.00042719537449523843,0.0003070281254262207,0.000270328713841427
2,0.06256872482447598,0.10860659459975039,0.0716123686447757
3,0.11413893123106032,0.18532942549088485,0.1211173632439762
4,0.14622545272414822,0.21033133086753866,0.134270210073331
5,0.15595647645321262,0.18115809075140205,0.10824361623737723
6,0.14541175158295755,0.11251349276065215,0.051898292517724105
7,0.1198160197547459,0.02958766541438711,-0.018042959339888368
8,0.0852283112838963,-0.041621438577516226,-0.08277290018098708
9,0.046748143352714114,-0.08317087113779041,-0.12697551313418645
10,0.007795753476415691,-0.09015940776811018,-0.1425579117887825
11,-0.029554226979134107,-0.07049388789224459,-0.129781591353892
12,-0.06365535085318426,-0.040108375844048784,-0.09593188186745001
13,-0.0924372763069754,-0.015920030131027236,-0.05232101881042854
14,-0.11315057613869264,-0.009438937945747697,-0.0107147232784496
15,-0.1229034753616031,-0.02340014378384884,0.019790834217170584
16,-0.11977774796529295,-0.052326106373077774,0.03473075027015193
17,-0.10399617606500294,-0.08620644282070987,0.0347792738941285
18,-0.07851952758456818,-0.11524608882609058,0.02489715234133147
19,-0.04862678954742841,-0.13339437454201228,0.012487244529168563
20,-0.02043038940501141,-0.1391773362601579,0.005078825984541297
21,0.0012414693883886947,-0.13379568377961976,0.008112523880700327
22,0.01479436763709227,-0.117837931122003,0.023370226755841328
23,0.02277165727065198,-0.08865764153203769,0.04847954508429845
24,0.031139602766202867,-0.04016448244782257,0.07769165646481743
25,0.047000946342724524,0.03438623396533789,0.10377779022529442
26,0.07549786289976196,0.13754385682964926,0.12047902563589523
27,0.1171568733851577,0.2629030578566071,0.12463184942673554
28,0.1669195845295041,0.39292530504767637,0.11707303202790124
29,0.21549957408123624,0.5010727387472526,0.10182488492554753
30,0.252691914966995,0.5583468272092731,0.08380881874688345
31,0.2712784030394778,0.5424176837179795,0.06613395948886408
32,0.26974479655681705,0.44615209285371504,0.048429625498892515
33,0.25249453449756376,0.2821594529084531,0.027396666048711587
34,0.22750639319596386,0.08118759527034335,-0.00027283671855904217
35,0.2028417491050843,-0.11557841139687804,-0.03381275661662783
36,0.18419825596584666,-0.2679183281430097,-0.06534388206533102
37,0.17518804242695665,-0.34781858744541355,-0.08010512382765757
38,0.1802477841867812,-0.34674050247962773,-0.061003552614173506
39,0.20797025120117285,-0.27661694052486135,0.0034660363773883498
40,0.27154632897697917,-0.1645786613749931,0.11084946419388302
41,0.38394838165954803,-0.0435356498765457,0.23981974608373463
42,0.5483970384119597,0.05808400183941823,0.3520520627898013
43,0.7481636671620183,0.12419263111706581,0.4020994047350565
44,0.9418055080949758,0.15433423182264439,0.3534915399967273
45,1.0689018549001967,0.16183557044526148,0.19645352893524332
46,1.0671575265740882,0.16779392766877263,-0.038992498272371154
47,0.8960647939834838,0.19296700179559384,-0.2805183672777967
48,0.5579531494748877,0.25003952016692865,-0.42522692949363255
49,0.10668351512419849,0.3384443616115371,-0.3653182083111133
50,-0.3617253761367026,0.4430614704456376,-0.0226855985954456
51,-0.7350400334064975,0.5370017629009849,0.6166626291316082
52,-0.9185641069313175,0.5876774205669144,1.4796073284739728
53,-0.8640242501853008,0.5647710201721842,2.404643868129244
54,-0.5823744169706115,0.4486310960330881,3.168069966836275
55,-0.13574547422789943,0.2378511085695822,3.535761855402786
56,0.3875254960580833,-0.04502200949421751,3.329784176981212
57,0.9037339912312565,-0.350828392384134,2.491766829107442
58,1.3571886398618127,-0.6057581640600804,1.1223005934386745
59,1.7265301430074294,-0.7197401612396659,-0.5203953874025027
60,2.012556222093279,-0.602476426547954,-2.0686991558358487
61,2.215076232536806,-0.18645925685568435,-3.132379519338828
62,2.311877055282961,0.5467833651483498,-3.4018493764081215
63,2.252291759504461,1.544365824685172,-2.7377477716757728
64,1.971208622547601,2.672926588200684,-1.2181091505007402
65,1.4196352197052486,3.731145735418537,0.8741335223402342
66,0.5996378216655686,4.487487832350647,3.1219763595983623
67,-0.41160989482443877,4.7383884332949275,5.0826040010218
68,-1.4605759181461713,4.372537145276525,6.398954080882695
69,-2.3427393682021918,3.419979261597842,6.879205589083965
70,-2.849120618996138,2.064516663327148,6.520822263920568
71,-2.8214788065504863,0.6067044535940883,5.476847759097833
72,-2.2008281153024263,-0.6185553164894951,3.9837808793915803
73,-1.0553880246944893,-1.3466469951580449,2.2832537589352238
74,0.42109452554224197,-1.473580799403925,0.5681100067065195
75,1.9427649911121472,-1.0956329092629016,-1.031792758683153
76,3.1910821863541674,-0.47807647943248377,-2.430030515773831
77,3.887191489805016,0.0399432599219154,-3.5527374681262245
78,3.8593418563379247,0.17039097596594086,-4.321951252648986
79,3.0869985167570078,-0.21687086440047318,-4.667172395519245
80,1.708365141579499,-1.0474307905243685,-4.559717665614184
81,-0.012161261836297389,-2.073593008784247,-4.048389263176581
82,-1.748320840515273,-2.96976931281942,-3.2715219412149903
83,-3.1901146141380483,-3.45315848509734,-2.4315932613513254
84,-4.113667666639413,-3.3827956712612233,-1.7380252391591726
85,-4.42397192416624,-2.8013263096095202,-1.3408451923425166
86,-4.160916705040128,-1.9083798068763356,-1.283474251106879
87,-3.470837995357192,-0.9811156420207932,-1.4945497303510051
88,-2.5558514834266464,-0.2756030929300743,-1.8212145354063505
89,-1.6181484714366734,0.053911182696366314,-2.088747274298043
90,-0.8151690921656344,-0.008354952012207525,-2.1619032895387837
91,-0.2354850616637303,-0.3542029597506824,-1.9852270294213656
92,0.10278193979922691,-0.8049523112251179,-1.590530569734004
93,0.23605505060922502,-1.1798821943504705,-1.0737457815594469
94,0.23067316229708526,-1.354131487490064,-0.5542409192821603
95,0.15839739495582342,-1.2885139919809832,-0.1337373894890082
96,0.07831417115296851,-1.0264419922951888,0.13104923584233774
97,0.027710980361090036,-0.6651287562994332,0.23544305196165027
98,0.02123360925994216,-0.31528961588829313,0.21529345659024912
99,0.05566423079681302,-0.06425606146859641,0.12478906807160745
100,0.11713950459238934,0.046966201601547304,0.013670535133941876
101,0.18819474950455745,0.02879158600747698,-0.08775823870305366
102,0.25311690862615577,-0.06759780688346119,-0.1716964543767428
